feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,target_variable
1.49,581.99,5.81,359.16,0.67,0.0,3.8,0.0,3.07,1.98,256.34,5.75,1.63,7.27,,0.76,0.0,10000.0,-0.76,,500.0,359.16,1.24,0.0,0.0,0.2,,,
1.49,500.11,2.34,500.0,0.48,0.0,1.88,0.0,3.08,1.81,241.93,7.77,1.01,2.01,,0.76,0.0,10000.0,0.56,,497.54,767.48,0.15,0.0,0.0,0.03,,,
1.56,862.76,2.29,500.0,0.61,0.0,2.82,0.0,3.18,1.0,159.18,6.81,0.28,0.48,,0.76,0.0,10000.0,0.14,,500.0,672.56,0.11,0.0,0.0,0.03,,,
1.58,1114.22,3.67,500.0,1.14,0.0,4.18,0.0,3.27,0.88,203.38,6.36,0.24,4.14,,0.76,0.0,10000.0,1.18,,500.0,1009.15,0.56,0.0,0.0,0.36,,,
0.0,3455.33,4.52,0.0,0.0,0.0,4.26,0.0,3.93,0.19,201.38,6.07,0.0,3.4,,6.29,0.0,10000.0,1.59,,0.0,3084.49,0.78,0.0,0.0,0.11,0.0,0.0,
1.46,384.41,0.76,39.8,0.04,0.0,0.82,0.0,1.82,0.11,364.46,7.71,0.1,0.65,0.02,0.76,0.0,10000.0,-0.12,0.01,384.41,39.8,0.23,0.0,1.17,0.04,,,0.19565217391304351
0.87,503.85,0.93,101.09,0.79,0.0,0.85,0.0,1.94,0.94,312.63,7.5,0.89,1.06,0.03,0.76,0.0,10000.0,-0.08,0.03,499.01,101.09,1.05,0.0,0.0,0.31,0.42000000000000004,0.42000000000000004,0.22999999999999998
,229.77,1.23,0.0,0.65,2.38,1.86,1.97,2.1,0.29,275.42,6.98,0.0,1.29,0.11,2.38,2.09,10000.0,0.09,0.05,229.77,975.86,0.61,77.78,3.28,0.05,0.45000000000000007,0.45000000000000007,-0.2962962962962964
,198.05,1.48,0.0,0.38,2.38,1.86,2.17,2.47,0.6,278.31,8.86,0.0,0.44,0.1,2.38,2.46,10000.0,0.02,0.06,198.05,987.31,0.3,75.76,4.35,0.11,0.5,0.5,-0.35384615384615387
,298.37,2.69,0.0,1.3,2.2,2.26,2.38,2.5,0.89,391.27,7.05,0.0,4.76,0.1,2.2,2.38,10000.0,1.01,0.12,298.37,1141.16,1.28,19.87,0.02,0.26,,,
,58.5,2.83,0.0,0.42,4.97,2.47,3.04,3.14,0.64,344.56,5.8,0.0,2.77,0.08,4.97,3.09,10000.0,-0.72,0.05,58.5,980.85,0.42,53.17,15.14,0.24,0.5700000000000001,0.5700000000000001,-0.1666666666666667
,67.49,2.53,0.0,0.63,2.57,2.75,2.93,3.0,0.42,287.55,6.65,0.0,4.18,0.06,2.57,2.97,10000.0,0.62,0.03,67.49,891.69,0.61,72.75,11.76,0.14,0.31999999999999995,0.31999999999999995,-0.6298701298701299
,39.98,2.89,0.0,0.46,4.97,3.07,3.27,3.2,0.62,310.81,6.92,0.0,3.8,0.06,4.97,3.16,10000.0,0.2,0.04,39.98,895.44,0.45,68.16,13.99,0.22,0.42000000000000004,0.42000000000000004,-0.4935064935064935
,73.4,2.27,0.0,0.81,2.38,2.47,2.68,2.86,0.25,316.45,2.43,0.0,1.41,0.01,2.38,2.83,10000.0,0.13,0.06,73.4,990.86,0.81,61.44,10.98,0.05,,,-0.5777777777777778
0.0,817.99,1.83,0.0,0.0,0.0,2.18,0.0,2.31,0.24,264.35,5.81,0.0,0.89,,0.76,0.0,10000.0,-0.31,,0.0,451.92,0.16,0.0,0.0,,,,
0.0,696.79,1.67,0.0,0.0,0.0,1.68,0.0,2.26,0.62,283.26,5.81,0.0,2.77,,0.76,0.0,10000.0,-0.54,,0.0,440.75,0.43,0.0,0.0,0.24,,,
,1058.46,4.54,0.0,0.0,0.0,3.83,0.0,1.48,1.2,194.1,4.73,0.0,4.93,,0.76,0.0,10000.0,0.84,,0.0,676.55,1.54,0.0,0.0,0.54,0.0,0.0,
,791.09,2.2,0.0,0.0,0.0,2.14,0.0,1.36,1.47,272.51,5.88,0.0,3.47,,0.76,0.0,10000.0,-0.34,,0.0,456.71,1.75,0.0,0.0,0.54,0.0,0.0,
,698.4,2.93,0.0,0.0,0.0,2.85,0.0,2.1,1.26,406.03,6.44,0.0,4.08,,0.76,0.0,10000.0,0.37,,0.0,437.31,1.16,0.0,0.0,0.56,0.0,0.0,
,739.29,2.56,0.0,0.0,0.0,2.39,0.0,2.22,1.41,396.14,8.95,0.0,3.05,,0.76,0.0,10000.0,0.23,,0.0,491.74,1.25,0.0,0.0,0.5,0.0,0.0,
,703.7,2.26,0.0,0.0,0.0,1.87,0.0,1.47,1.14,219.81,9.84,0.0,5.11,,0.76,0.0,10000.0,0.96,,0.0,366.24,1.32,0.0,0.0,0.57,0.0,0.0,
,47.59,2.91,0.0,0.25,2.02,2.75,2.52,2.72,0.5,389.68,5.47,0.0,2.25,0.07,2.02,2.64,10000.0,0.6,0.03,47.59,812.65,0.24,64.14,14.63,0.09,0.46,0.46,-0.18085106382978716
,95.57,3.14,0.0,0.39,1.06,2.74,2.07,2.18,0.41,341.91,6.7,0.0,1.86,0.07,1.06,2.13,10000.0,0.42,0.02,95.57,918.06,0.39,56.08,15.41,0.02,0.4,0.4,-0.22500000000000006
,51.2,3.42,0.0,0.32,1.06,3.17,2.54,2.81,0.71,337.71,7.24,0.0,4.94,0.04,1.06,2.74,10000.0,-0.13,0.03,51.2,861.55,0.31,57.27,19.98,0.31,0.48000000000000004,0.48000000000000004,-0.040000000000000036
,65.83,3.18,0.0,0.46,4.83,3.01,2.65,2.85,0.5,393.94,7.36,0.0,3.61,0.05,4.83,2.75,10000.0,0.47,0.03,65.83,766.08,0.44,62.79,15.67,0.12,0.52,0.52,-0.17021276595744672
,39.13,2.19,0.0,0.15,2.28,2.75,2.51,2.71,0.68,376.53,5.24,0.0,2.31,0.07,2.28,2.63,10000.0,0.19,0.03,39.13,815.56,0.15,64.3,14.28,0.16,0.52,0.52,0.0
,153.92,3.18,0.0,0.88,4.93,3.16,2.76,2.98,0.18,370.54,5.8,0.0,4.03,0.03,4.93,2.87,10000.0,-0.65,0.02,153.92,691.39,0.87,58.08,10.24,0.31,0.27,0.27,-0.3207547169811321
,190.13,2.58,0.0,1.03,2.06,2.81,2.58,2.71,0.14,329.51,7.29,0.0,2.68,0.04,2.06,2.59,10000.0,0.33,0.03,190.13,624.61,1.0,49.44,10.7,0.14,,,-0.6981132075471698
,111.66,2.56,0.0,0.45,3.13,2.63,2.89,3.05,0.51,315.69,6.95,0.0,1.99,0.05,3.13,2.98,10000.0,0.12,0.02,111.66,740.02,0.44,57.22,18.88,0.14,0.55,0.55,-0.14285714285714282
,136.74,3.04,0.0,0.73,2.06,2.98,2.66,2.8,0.24,374.76,7.01,0.0,3.39,0.04,2.06,2.7,10000.0,0.17,0.02,136.74,678.06,0.72,55.77,14.15,0.31,0.34,0.34,-0.3207547169811321
,83.53,2.12,0.0,0.59,1.06,2.63,1.93,2.12,0.3,282.62,5.94,0.0,3.99,0.04,1.06,2.09,10000.0,0.97,0.02,83.53,954.57,0.59,47.25,18.21,0.34,0.13,0.13,-0.44871794871794873
,114.74,2.82,0.0,0.45,1.06,2.74,1.9,1.94,0.35,335.32,5.79,0.0,1.65,0.07,1.06,1.9,10000.0,0.12,0.02,114.74,933.14,0.44,53.83,15.71,,0.32999999999999996,0.32999999999999996,-0.3
,52.81,3.19,0.0,0.63,3.38,2.99,2.63,2.84,0.36,390.95,6.11,0.0,3.48,0.06,3.38,2.74,10000.0,0.17,0.03,52.81,779.56,0.63,62.92,16.11,0.23,0.43999999999999995,0.43999999999999995,-0.29787234042553185
,154.75,2.4,0.0,0.58,1.06,2.63,1.73,1.59,0.21,328.85,7.81,0.0,1.69,0.07,1.06,1.56,10000.0,0.04,0.03,154.75,990.2,0.57,47.66,12.93,0.04,0.22,0.22,-0.5897435897435898
,63.6,2.42,0.0,0.41,4.85,2.3,2.55,3.19,0.43,243.18,6.62,0.0,3.6,0.11,4.85,3.16,10000.0,0.79,0.03,63.6,904.92,0.41,62.21,6.64,0.21,0.37999999999999995,0.37999999999999995,-0.08750000000000008
,149.57,2.57,0.0,0.72,1.06,2.69,1.79,1.72,0.08,335.31,5.78,0.0,2.42,0.08,1.06,1.69,10000.0,0.42,0.03,149.57,988.05,0.72,48.81,12.51,0.06,0.19,0.19,-0.7625000000000001
,88.54,2.72,0.0,0.5,4.85,2.62,2.67,3.67,0.66,289.49,7.1,0.0,2.36,0.09,4.85,3.66,10000.0,0.0,0.03,88.54,945.82,0.5,59.34,6.63,0.21,0.44,0.44,0.2124999999999999
,103.54,3.59,0.0,0.46,1.51,2.93,2.13,2.34,0.24,308.18,7.93,0.0,4.85,0.08,1.51,2.29,10000.0,0.01,0.02,103.54,946.22,0.46,57.47,10.22,0.35,0.29,0.29,-0.3375
,107.78,3.44,0.0,0.29,1.51,2.93,2.11,2.36,0.31,306.98,7.99,0.0,3.98,0.08,1.51,2.32,10000.0,-0.34,0.03,107.78,947.54,0.29,57.69,9.58,0.22,0.34,0.34,-0.23750000000000007
1.03,326.74,0.62,73.35,0.29,0.0,0.73,0.0,1.9,0.5,294.17,7.7,0.48,0.48,0.03,0.76,0.0,10000.0,-0.03,0.01,326.74,73.35,0.45,0.0,2.53,0.05,0.42000000000000004,0.42000000000000004,0.5081967213114755
0.83,466.32,0.72,63.53,0.32,0.0,0.67,0.0,1.93,0.42,356.86,7.02,0.4,0.37,0.03,0.76,0.0,10000.0,0.02,0.02,466.32,63.53,0.58,0.0,0.12,0.05,0.42000000000000004,0.42000000000000004,0.5283018867924528
0.72,190.5,9.2,225.87,1.63,0.76,5.4,0.76,1.42,1.65,257.48,5.14,2.19,12.76,0.09,0.76,0.75,10000.0,-3.87,0.07,500.0,225.87,0.94,0.0,0.0,0.7,,,
0.0,773.76,1.78,0.0,0.0,0.0,1.66,0.0,0.94,1.43,251.22,7.76,0.0,2.55,,0.76,0.0,10000.0,0.28,,0.0,299.25,2.04,0.0,0.0,0.39,0.0,0.0,
0.0,1034.27,3.34,0.0,0.0,0.0,2.99,0.0,1.27,1.11,359.27,4.77,0.0,4.12,,0.76,0.0,10000.0,-0.29,,0.0,595.32,1.59,0.0,0.0,0.42,0.0,0.0,
,1231.81,5.02,0.0,0.0,0.0,5.12,0.0,1.49,1.74,297.79,8.09,0.0,2.62,,0.76,0.0,10000.0,0.34,,0.0,739.34,2.18,0.0,0.0,0.74,0.0,0.0,
,1196.08,3.68,0.0,0.0,0.0,4.07,0.0,1.46,1.8,268.3,10.37,0.0,2.22,,0.76,0.0,10000.0,-0.32,,0.0,744.52,2.25,0.0,0.0,0.78,0.0,0.0,
0.0,447.52,4.67,0.0,1.21,4.93,3.96,2.64,3.33,0.49,322.99,8.52,0.0,5.16,0.11,4.93,2.67,10000.0,0.73,0.12,447.52,453.23,1.15,14.11,0.24,0.31,0.47000000000000003,0.47000000000000003,-0.6133333333333334
0.0,3493.4,2.83,0.0,0.0,0.0,3.14,0.0,3.93,0.14,185.73,10.32,0.0,1.89,,6.29,0.0,10000.0,-0.27,,0.0,3095.57,0.93,0.0,0.0,0.11,0.0,0.0,
2.31,78.0,1.46,107.21,0.27,0.0,1.44,0.0,2.8,1.14,444.82,16.84,1.26,0.29,0.0,0.76,0.0,10000.0,-0.02,0.01,78.0,107.21,0.26,0.0,3.64,0.03,0.8799999999999999,0.8799999999999999,0.288659793814433
1.84,1085.26,5.13,500.0,1.81,0.0,3.85,0.0,2.4,1.01,288.95,6.82,1.79,4.08,,0.76,0.0,10000.0,-0.94,,500.0,410.98,1.12,0.0,0.0,0.22,,,
3.62,99.39,1.78,35.32,0.12,0.0,1.86,0.0,2.78,0.76,297.39,6.62,0.82,1.26,0.01,0.76,0.0,10000.0,0.15,0.01,99.39,35.32,0.14,0.0,3.51,0.0,0.92,0.92,-0.012345679012345689
0.83,56.97,0.63,108.33,0.09,0.0,0.54,0.0,1.92,0.6,370.96,6.93,0.59,0.68,0.04,0.76,0.0,10000.0,0.19,0.02,56.97,108.33,0.08,0.0,7.43,0.06,0.41,0.41,-0.14285714285714285
0.92,135.27,0.44,189.56,0.2,0.0,0.59,0.0,1.89,0.8,343.3,8.16,0.8,0.13,0.03,0.76,0.0,10000.0,-0.01,0.01,135.27,189.56,0.25,0.0,6.49,0.04,0.42000000000000004,0.42000000000000004,0.6909090909090908
0.99,181.92,0.86,159.9,0.03,0.0,0.78,0.0,1.88,0.56,341.0,6.09,0.55,0.64,0.03,0.76,0.0,10000.0,0.16,0.01,181.92,159.9,0.1,0.0,5.67,0.04,0.42000000000000004,0.42000000000000004,0.0142857142857143
0.89,116.45,0.66,174.73,0.06,0.0,0.85,0.0,1.96,0.72,383.81,6.09,0.67,0.81,0.04,0.76,0.0,10000.0,0.06,0.03,116.45,174.73,0.06,0.0,6.66,0.03,0.37,0.37,0.40740740740740733
0.9,146.3,0.72,200.04,0.1,0.0,0.75,0.0,1.99,0.8,346.3,7.39,0.8,0.15,0.07,0.76,0.0,10000.0,-0.04,0.06,146.3,200.04,0.2,0.0,6.11,0.12,0.29,0.29,0.596153846153846
1.48,537.69,4.01,500.0,0.15,0.0,4.2,0.0,3.1,1.73,214.84,6.88,1.17,3.23,,0.76,0.0,10000.0,0.26,,500.0,519.82,0.45,0.0,0.0,0.08,,,
1.76,279.4,4.03,202.75,0.9,0.0,4.25,0.0,2.86,1.27,213.8,6.39,1.46,1.23,0.0,0.76,0.0,10000.0,0.15,0.01,279.4,202.75,0.68,0.0,1.83,0.01,0.99,0.99,0.22881355932203393
0.87,418.48,0.74,42.01,0.11,0.0,0.67,0.0,1.7,0.03,447.98,10.34,0.03,0.58,0.02,0.76,0.0,10000.0,-0.01,0.02,418.48,42.01,0.3,0.0,0.52,0.07,,,-0.28
1.8,721.44,3.56,500.0,3.16,0.0,4.03,0.0,2.25,0.36,376.51,6.71,2.98,5.39,,0.76,0.0,10000.0,-2.25,,500.0,339.72,0.27,0.0,0.0,0.34,,,
1.81,827.74,0.65,500.0,2.75,0.0,1.1,0.0,2.29,0.34,359.92,10.89,2.6,0.56,,0.76,0.0,10000.0,0.15,,500.0,386.47,0.63,0.0,0.0,0.06,,,
0.76,486.42,2.13,143.1,0.81,7.6,2.47,6.34,5.52,0.89,187.88,5.8,0.85,0.81,0.07,7.6,7.62,10000.0,-0.15,0.12,486.42,143.1,1.3,7.13,0.01,,,,
0.0,278.6,3.32,0.0,0.0,0.0,3.63,0.0,3.69,0.38,313.9,11.74,0.0,3.6,,6.11,0.0,10000.0,0.25,,0.0,278.6,0.87,0.0,0.0,0.14,0.0,0.0,
0.0,384.72,3.38,0.0,0.0,0.0,4.37,0.0,3.32,0.28,224.3,6.54,0.0,5.71,,4.97,0.0,10000.0,-0.36,,0.0,384.72,0.79,0.0,0.0,0.4,0.0,0.0,
0.0,332.51,3.31,0.0,0.0,0.0,3.55,0.0,3.54,0.61,305.54,8.14,0.0,1.87,,6.11,0.0,10000.0,-0.77,,0.0,332.51,0.11,0.0,0.0,0.31,0.0,0.0,
,370.53,2.78,0.0,0.0,0.0,3.13,0.0,3.48,0.57,320.35,7.86,0.0,1.49,,6.11,0.0,10000.0,-0.38,,0.0,370.53,0.09,0.0,0.0,0.28,0.0,0.0,
0.0,215.33,4.4,0.0,0.0,0.0,4.04,0.0,4.68,0.38,276.84,7.75,0.0,4.07,,7.6,0.0,10000.0,-0.56,,0.0,215.33,0.75,0.0,0.0,0.18,0.0,0.0,
,90.1,2.68,0.0,1.21,3.13,2.98,2.93,3.09,0.31,300.95,6.61,0.0,2.0,0.1,3.13,3.07,10000.0,-0.08,0.02,90.1,665.08,1.19,50.94,14.65,0.06,,,
,139.78,2.75,0.0,0.97,2.06,2.68,2.61,2.68,0.08,347.63,8.33,0.0,2.61,0.07,2.06,2.62,10000.0,0.5,0.02,139.78,670.19,0.96,53.27,15.11,0.21,,,-0.6415094339622641
,210.58,2.49,0.0,1.05,2.06,2.81,2.41,2.42,0.18,312.38,6.03,0.0,3.85,0.05,2.06,2.35,10000.0,0.44,0.04,210.58,594.95,1.01,45.7,10.01,,,,-0.3636363636363636
1.72,50.41,2.57,165.38,0.33,0.0,2.53,0.0,2.83,0.55,334.13,7.91,0.67,0.59,0.0,0.76,0.0,10000.0,0.12,0.01,50.41,165.38,0.33,0.0,3.75,0.02,0.7899999999999999,0.7899999999999999,0.3400000000000001
1.7,254.8,2.98,178.42,0.42,0.0,3.45,0.0,2.87,0.86,342.99,8.2,1.01,0.47,0.0,0.76,0.0,10000.0,0.1,0.01,254.8,178.42,0.25,0.0,2.11,0.03,0.97,0.97,-0.1525423728813559
1.73,303.86,3.1,115.07,0.45,0.0,4.1,0.0,2.89,0.74,329.53,6.26,0.84,1.73,0.0,0.76,0.0,10000.0,0.29,0.01,303.86,115.07,0.2,0.0,1.53,0.04,0.9800000000000001,0.9800000000000001,-0.288135593220339
1.88,345.48,4.44,106.25,0.61,0.0,4.1,0.0,2.9,0.82,221.48,6.32,0.91,3.47,0.0,0.76,0.0,10000.0,-1.27,0.01,345.48,106.25,0.37,0.0,1.06,0.11,0.98,0.98,-0.009433962264150952
1.71,234.6,2.2,208.6,0.56,0.0,3.19,0.0,2.86,1.03,325.69,10.9,1.2,1.38,0.0,0.76,0.0,10000.0,-0.12,0.01,234.6,208.6,0.39,0.0,2.35,0.01,0.98,0.98,-0.008130081300813016
1.22,358.12,2.98,69.31,1.19,0.0,2.73,0.0,2.94,0.9,352.37,11.67,0.94,2.88,0.0,0.76,0.0,10000.0,-0.85,0.01,358.12,69.31,0.95,0.0,1.21,0.09,0.91,0.91,0.13636363636363635
0.65,120.53,0.72,210.73,0.34,0.0,0.73,0.0,1.84,0.28,373.78,8.88,0.6,0.25,0.25,0.76,0.0,10000.0,-0.08,0.02,120.53,210.73,0.34,0.0,7.35,0.04,0.58,0.58,0.1142857142857144
0.54,73.43,0.76,147.38,0.62,0.0,1.16,0.0,1.71,0.08,337.03,4.79,0.32,1.05,0.24,0.76,0.0,10000.0,0.0,0.02,73.43,147.38,0.58,0.0,9.39,0.02,,,-0.7741935483870968
,147.67,3.35,0.0,0.56,4.93,3.13,2.92,3.17,0.23,354.16,4.92,0.0,3.45,0.03,4.93,3.09,10000.0,0.78,0.03,147.67,703.23,0.53,58.91,8.86,0.12,0.36,0.36,-0.53125
,75.19,2.43,0.0,0.58,0.92,2.49,2.16,2.02,0.56,295.16,6.13,0.0,1.22,0.07,0.92,1.99,10000.0,-0.03,0.02,75.19,840.17,0.58,61.13,4.91,0.12,0.4799999999999999,0.4799999999999999,0.1625
,92.49,2.46,0.0,0.2,1.85,2.5,2.05,1.98,0.22,303.91,7.38,0.0,1.91,0.1,1.85,1.97,10000.0,-0.11,0.02,92.49,842.98,0.21,58.34,3.69,0.12,0.41000000000000003,0.41000000000000003,-0.2266666666666667
,160.15,3.13,0.0,0.51,4.93,2.68,3.21,3.49,0.15,338.19,8.47,0.0,4.46,0.02,4.93,3.48,10000.0,0.75,0.03,160.15,755.92,0.5,59.34,5.75,0.2,0.19,0.19,-0.7083333333333334
,139.24,2.61,0.0,0.21,2.2,2.45,2.45,2.28,0.11,340.2,7.35,0.0,1.52,0.12,2.2,2.27,10000.0,-0.03,0.04,139.24,921.32,0.21,50.05,1.59,0.08,,,-0.8113207547169812
,94.98,2.43,0.0,0.11,2.16,2.52,2.15,2.09,0.11,315.84,7.22,0.0,2.79,0.15,2.16,2.09,10000.0,0.12,0.03,94.98,884.1,0.1,55.94,2.75,0.18,0.25,0.25,-0.5806451612903225
,408.81,3.16,0.0,0.75,1.85,3.05,2.43,2.72,0.15,368.02,9.26,0.0,2.53,0.48,1.85,2.39,10000.0,-0.29,0.28,408.81,717.47,0.71,17.87,0.0,0.09,,,
0.74,362.28,1.41,318.67,0.99,0.0,1.23,0.0,2.07,0.63,248.89,6.96,0.32,0.66,0.05,0.76,0.0,10000.0,0.07,0.08,362.28,318.67,0.94,0.0,0.84,0.04,,,-0.9361702127659574
,85.98,2.99,0.0,0.47,5.63,2.91,3.08,3.6,0.54,310.27,7.44,0.0,4.35,0.01,5.63,3.56,10000.0,-0.08,0.02,85.98,944.46,0.46,43.65,22.7,0.49,0.39999999999999997,0.39999999999999997,-0.33858267716535434
,91.05,2.83,0.0,0.36,3.13,3.08,3.05,3.26,0.65,281.16,5.72,0.0,4.59,0.03,3.13,3.2,10000.0,0.48,0.02,91.05,817.19,0.35,55.06,22.37,0.25,0.39999999999999997,0.39999999999999997,-0.41428571428571426
,42.69,3.71,0.0,0.27,3.39,2.95,3.25,3.43,0.76,265.62,5.82,0.0,3.35,0.04,3.39,3.38,10000.0,0.51,0.02,42.69,845.04,0.26,52.45,23.01,0.23,0.5499999999999999,0.5499999999999999,-0.3714285714285714
,76.8,2.51,0.0,0.14,3.39,3.08,3.97,3.78,0.88,341.0,5.1,0.0,1.53,0.09,3.39,3.75,10000.0,0.23,0.02,76.8,839.44,0.14,56.7,20.67,0.18,0.5800000000000001,0.5800000000000001,-0.1928571428571429
,38.73,2.4,0.0,0.53,3.39,2.78,3.51,3.77,0.35,306.59,5.6,0.0,2.1,0.04,3.39,3.75,10000.0,-0.08,0.02,38.73,780.68,0.52,54.06,19.99,0.05,0.4,0.4,-0.5346534653465347
,74.81,2.97,0.0,0.66,5.63,2.83,3.07,3.56,0.42,307.84,7.76,0.0,2.09,0.03,5.63,3.53,10000.0,-0.74,0.05,74.81,1062.22,0.64,28.45,17.65,0.29,0.49000000000000005,0.49000000000000005,-0.5075757575757576
,97.61,2.25,0.0,0.28,5.12,2.45,3.15,3.29,0.77,310.4,10.48,0.0,2.01,0.06,5.12,3.24,10000.0,0.04,0.04,97.61,984.05,0.28,46.3,17.69,0.17,0.61,0.61,-0.2047244094488189
,65.67,2.12,0.0,0.57,5.63,2.45,3.12,3.34,0.52,293.33,8.85,0.0,3.11,0.06,5.63,3.29,10000.0,-0.16,0.04,65.67,1001.79,0.56,40.18,18.57,0.19,0.48999999999999994,0.48999999999999994,-0.4651162790697675
0.89,1211.67,6.27,500.0,6.89,0.0,5.99,0.0,2.45,6.27,357.22,6.26,6.19,12.96,,0.76,0.0,10000.0,-2.6,,500.0,986.03,6.31,0.0,0.0,0.52,,,
0.61,662.27,0.39,27.79,1.2,0.76,0.45,0.75,1.01,0.29,298.36,6.89,0.23,0.15,0.08,0.76,0.75,10000.0,-0.04,0.01,500.0,27.79,1.69,6.29,0.0,0.06,0.3599999999999999,0.3599999999999999,-0.26666666666666666
0.73,341.61,4.84,351.54,0.91,0.0,4.73,0.0,1.55,0.29,263.88,5.26,0.86,0.39,0.04,0.76,0.0,10000.0,0.09,0.02,341.61,294.76,1.01,0.0,1.97,0.09,0.4800000000000001,0.4800000000000001,0.32653061224489804
0.73,430.07,1.42,252.92,0.78,0.0,2.52,0.0,1.58,0.3,252.37,5.21,0.7,0.15,0.09,0.76,0.0,10000.0,-0.01,0.01,430.07,252.92,0.9,0.0,0.45,0.03,0.44999999999999996,0.44999999999999996,0.12727272727272718
0.85,269.1,0.66,238.75,0.13,0.0,0.61,0.0,1.75,0.1,304.72,6.02,0.24,0.1,0.08,0.76,0.0,10000.0,0.02,0.01,269.1,238.75,0.0,0.0,3.43,0.08,,,-0.5490196078431373
0.84,277.2,0.62,239.28,0.04,0.0,0.58,0.0,1.74,0.21,301.15,6.9,0.36,0.7,0.09,0.76,0.0,10000.0,0.13,0.01,277.2,239.28,0.15,0.0,3.2,0.05,,,-0.411764705882353
0.84,272.85,0.44,183.53,0.27,0.0,0.43,0.0,1.74,0.5,296.73,5.46,0.61,0.98,0.06,0.76,0.0,10000.0,0.0,0.01,272.85,183.53,0.42,0.0,3.37,0.07,0.34,0.34,0.6052631578947368
0.92,323.39,0.75,145.56,0.07,0.0,0.76,0.0,1.76,0.13,315.76,5.44,0.26,0.87,0.07,0.76,0.0,10000.0,0.11,0.02,323.39,145.56,0.22,0.0,3.35,0.06,,,-0.5208333333333333
0.92,292.75,0.75,146.31,0.01,0.0,0.76,0.0,1.77,0.15,340.66,5.59,0.27,0.6,0.05,0.76,0.0,10000.0,0.06,0.02,292.75,146.31,0.14,0.0,3.53,0.06,,,-0.52
1.2,315.01,0.98,32.87,0.72,0.0,0.94,0.0,1.85,0.56,371.7,6.97,0.56,0.77,0.07,0.76,0.0,10000.0,-0.26,0.02,315.01,32.87,0.85,0.0,3.01,0.08,0.42000000000000004,0.42000000000000004,0.2535211267605635
1.12,284.37,0.76,59.32,0.71,0.0,0.84,0.0,1.84,0.81,393.93,7.27,0.83,0.54,0.07,0.76,0.0,10000.0,-0.06,0.03,284.37,59.32,0.85,0.0,3.5,0.11,0.42000000000000004,0.42000000000000004,1.25
0.78,52.8,0.4,77.63,0.04,0.0,0.51,0.0,1.89,0.59,349.38,7.6,0.57,0.44,0.05,0.76,0.0,10000.0,-0.04,0.02,52.8,77.63,0.03,0.0,7.29,0.03,0.45000000000000007,0.45000000000000007,-0.013698630136986314
0.82,141.44,0.62,127.32,0.1,0.0,0.64,0.0,1.85,0.5,341.76,8.06,0.5,0.03,0.06,0.76,0.0,10000.0,0.02,0.01,141.44,127.32,0.02,0.0,6.11,0.06,,,0.111111111111111
0.86,119.28,0.59,166.42,0.0,0.0,0.76,0.0,1.85,0.64,307.69,5.69,0.65,0.29,0.01,0.76,0.0,10000.0,0.01,0.01,119.28,166.42,0.06,0.0,6.54,0.02,0.42999999999999994,0.42999999999999994,-0.04109589041095894
1.6,678.85,2.45,263.95,1.21,0.0,2.86,0.0,3.04,0.45,192.08,7.5,0.66,2.97,0.04,0.76,0.0,10000.0,-0.46,0.22,500.0,263.95,0.55,0.0,0.0,0.14,0.7899999999999999,0.7899999999999999,-0.09090909090909087
,365.93,1.75,0.0,1.19,2.2,2.14,2.4,2.57,0.69,358.93,6.89,0.0,1.34,0.11,2.2,2.42,10000.0,0.22,0.19,365.93,1207.75,1.18,9.92,0.0,0.03,,,
,73.4,2.27,0.0,0.81,2.38,2.47,2.68,2.86,0.25,316.45,2.43,0.0,1.41,0.01,2.38,2.83,10000.0,0.13,0.06,73.4,990.86,0.81,61.44,10.98,0.05,,,-0.5777777777777778
,116.5,3.2,0.0,0.55,1.06,2.86,2.03,2.14,0.13,323.42,5.78,0.0,3.43,0.08,1.06,2.09,10000.0,0.64,0.02,116.5,960.99,0.55,53.98,11.64,0.08,0.18,0.18,-0.7125
3.46,143.23,2.0,44.98,0.34,0.0,1.83,0.0,2.77,0.51,313.23,6.09,0.58,2.32,0.02,0.76,0.0,10000.0,-0.81,0.02,143.23,44.98,0.43,0.0,3.2,0.27,,,-0.25000000000000006
0.89,118.06,0.46,170.54,0.2,0.0,0.59,0.0,1.91,0.89,364.78,5.23,0.86,0.16,0.03,0.76,0.0,10000.0,-0.02,0.01,118.06,170.54,0.25,0.0,6.79,0.05,0.41,0.41,0.7272727272727271
1.29,305.15,4.47,116.54,1.48,0.0,3.25,0.0,2.92,1.35,270.49,7.6,1.41,4.44,0.0,0.76,0.0,10000.0,1.49,0.0,305.15,116.54,1.27,0.0,1.89,0.07,1.0,1.0,0.42045454545454547
,345.08,2.92,0.0,0.0,0.0,2.51,0.0,3.53,0.24,231.74,6.28,0.0,2.69,,6.11,0.0,10000.0,0.56,,0.0,454.4,0.98,0.0,0.0,0.11,0.0,0.0,
0.0,334.78,3.29,0.0,0.0,0.0,3.53,0.0,3.88,0.17,319.78,5.56,0.0,3.01,,2.06,0.0,10000.0,-0.73,,0.0,334.78,0.83,0.0,0.0,0.07,0.0,0.0,
